id	title	description	mpn	gtin	link	brand	adwords_redirect	adwords_grouping	adwords_labels	product_type	color	c:location	condition	availability	image_link	price	shipping	shipping_weight	google_product_category	material	c:vehicle_name:string	c:manufacturer_category:string	c:part_location:string	c:engine:string	c:product_feature2:string	online_only	c:product_name:string	c:warranty_notes:string	c:online_purchase_payment:string	c:mirror_warranty:string	additional_image_link	c:Purchasing_Power:string	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Brand Type	Design	Series	Submodel	Operation	Part Name	Product Fit	SKU	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Category	Subcategory	shipping revenue 3	handling revenue 3	estcost	shipping cost	channelized VC
Kool Vue+TY37ER-PLK	Mirror  - Driver and Passenger Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  TY37ER-PLKnon-heated . paint to match TY37ER-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	TY37ER-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/TY37ER-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/TY37ER-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Prizm > 2002 > TY37ER-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/ty37er-plk_is?Kool Vue+TY37ER-PLK&fprodid=080916	46.62 USD	US::Ground:5.36 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2002 Chevrolet Prizm	Chevrolet Automotive Mirror	Driver and Passenger Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2002 Chevrolet Prizm Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/ty37er-plk_is?Kool Vue+TY37ER-PLK&fprodid=080916	For sale high quality OEM Chevrolet Prizm Mirror		Unsold	Drop Ship		KOOL VUE DRIVER AND PASSENGER SIDE POWERED MIRRORS, NON-HEATED, NON-FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2002	Private Label1		kool vue	LSi		Mirror	direct fit	TY37ER-PLK		No	30.38 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE DRIVER AND PASSENGER SIDE POWERED MIRRORS, NON-HEATED, NON-FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.32	1.04	20.08	6.80	1.82
Kool Vue+TY37R-PLK	Mirror  - Driver and Passenger Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  TY37R-PLKnon-heated . paint to match TY37R-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	TY37R-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/TY37R-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/TY37R-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Prizm > 2002 > TY37R-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/ty37r-plk_is?Kool Vue+TY37R-PLK&fprodid=080916	42.31 USD	US::Ground:6.4 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2002 Chevrolet Prizm	Chevrolet Automotive Mirror	Driver and Passenger Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2002 Chevrolet Prizm Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/ty37r-plk_is?Kool Vue+TY37R-PLK&fprodid=080916	For sale high quality OEM Chevrolet Prizm Mirror		Unsold	Drop Ship		KOOL VUE DRIVER AND PASSENGER SIDE MANUAL REMOTE MIRRORS, NON-HEATED, NON-FOLDINGKool Vue Manual Remote Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2002	Private Label1		kool vue	LSi		Mirror	direct fit	TY37R-PLK		No	28.43 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE DRIVER AND PASSENGER SIDE MANUAL REMOTE MIRRORS, NON-HEATED, NON-FOLDINGKool Vue Manual Remote Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.16	1.24	18.41	6.80	1.74
Kool Vue+CV17R-L	Mirror  - Driver or Passenger Side, chrome, non-heatedKool Vue	NEW Mirror Kool Vue  CV17R-Lnon-heated . chrome CV17R-L, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver or Passenger Side .	CV17R-L	723650609903	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV17R-L.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV17R-L.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Blazer > 1991 > CV17R-L	chrome	Driver or Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/cv17r-l_is?Kool Vue+CV17R-L&fprodid=080916	24.26 USD	US::Ground:4.84 USD	5.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		1991 Chevrolet Blazer	Chevrolet Automotive Mirror	Driver or Passenger Side		Below eyeline type	y	1991 Chevrolet Blazer Driver or Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/cv17r-l_is?Kool Vue+CV17R-L&fprodid=080916	Best Seller Chevrolet Blazer Mirror		Fast	Stock Ship		below eyeline type	1973	1991	Private Label1		kool vue	Silverado		Mirror	direct fit	CV17R-L		No	21.94 USD	 Kool Vue Driver Or Passenger Side Mirrorkool Vue-chrome, Non-heated	below eyeline type		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	3.90	0.94	12.76	3.90	5.17
Kool Vue+GM15R-L	Mirror  - Driver or Passenger Side, chrome, non-heatedKool Vue	NEW Mirror Kool Vue  GM15R-Lnon-heated . chrome GM15R-L, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver or Passenger Side .	GM15R-L	723650603482	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM15R-L.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM15R-L.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Blazer > 1991 > GM15R-L	chrome	Driver or Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/gm15r-l_is?Kool Vue+GM15R-L&fprodid=080916	39.20 USD	US::Ground:8.8 USD	5.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		1991 Chevrolet Blazer	Chevrolet Automotive Mirror	Driver or Passenger Side		Below eyeline type	y	1991 Chevrolet Blazer Driver or Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/gm15r-l_is?Kool Vue+GM15R-L&fprodid=080916	For sale high quality OEM Chevrolet Blazer Mirror		Unsold	Stock Ship		below eyeline type	1973	1991	Private Label1		kool vue	Silverado		Mirror	direct fit	GM15R-L		No	22.85 USD	 Kool Vue Driver Or Passenger Side Mirrorkool Vue-chrome, Non-heated	below eyeline type		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	7.10	1.70	10.73	7.10	1.71
Kool Vue+CV17R-L-PLK	Mirror  - Driver and Passenger Side, chrome, non-heatedKool Vue	NEW Mirror Kool Vue  CV17R-L-PLKnon-heated . chrome CV17R-L-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	CV17R-L-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV17R-L-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV17R-L-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > K30 > 1986 > CV17R-L-PLK	chrome	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/cv17r-l-plk_is?Kool Vue+CV17R-L-PLK&fprodid=080916	46.09 USD	US::Ground:5.8 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		1986 Chevrolet K30	Chevrolet Automotive Mirror	Driver and Passenger Side		Below eyeline type	y	1986 Chevrolet K30 Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/cv17r-l-plk_is?Kool Vue+CV17R-L-PLK&fprodid=080916	For sale high quality OEM Chevrolet K30 Mirror		Medium	Drop Ship		below eyeline type	1978	1986	Private Label1		kool vue	Silverado		Mirror	direct fit	CV17R-L-PLK		No	35.66 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-chrome, Non-heated	below eyeline type		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.68	1.12	25.52	6.80	1.82
Kool Vue+CV106EL	Mirror  - Driver Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  CV106ELheated . paint to match CV106EL, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	CV106EL	610373267025	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106EL.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106EL.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Corvette > 2009 > CV106EL	paint to match	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/cv106el_is?Kool Vue+CV106EL&fprodid=080916	56.86 USD	US::Ground:5.95 USD	4.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2009 Chevrolet Corvette	Chevrolet Automotive Mirror	Driver Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2009 Chevrolet Corvette Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/cv106el_is?Kool Vue+CV106EL&fprodid=080916	For sale high quality OEM Chevrolet Corvette Mirror		Medium	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2005	2009	Private Label1		kool vue	ZR1		Mirror	direct fit	CV106EL		No	48.5 USD	 Kool Vue Driver Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	35.30	4.80	5.99
Kool Vue+CV106ER	Mirror  - Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  CV106ERheated . paint to match CV106ER, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Passenger Side .	CV106ER	610373265991	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106ER.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106ER.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Corvette > 2009 > CV106ER	paint to match	Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/cv106er_is?Kool Vue+CV106ER&fprodid=080916	56.72 USD	US::Ground:5.95 USD	4.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2009 Chevrolet Corvette	Chevrolet Automotive Mirror	Passenger Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2009 Chevrolet Corvette Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/cv106er_is?Kool Vue+CV106ER&fprodid=080916	For sale high quality OEM Chevrolet Corvette Mirror		Medium	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2005	2009	Private Label1		kool vue	ZR1		Mirror	direct fit	CV106ER		No	52.42 USD	 Kool Vue Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	36.24	4.80	6.58
Kool Vue+CV106ER-PLK	Mirror  - Driver and Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  CV106ER-PLKheated . paint to match CV106ER-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	CV106ER-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106ER-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/CV106ER-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Corvette > 2009 > CV106ER-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/cv106er-plk_is?Kool Vue+CV106ER-PLK&fprodid=080916	107.90 USD	US::Ground:7.14 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2009 Chevrolet Corvette	Chevrolet Automotive Mirror	Driver and Passenger Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2009 Chevrolet Corvette Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/cv106er-plk_is?Kool Vue+CV106ER-PLK&fprodid=080916	For sale high quality OEM Chevrolet Corvette Mirror		Unsold	Drop Ship		KOOL VUE POWERED MIRRORS, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2005	2009	Private Label1		kool vue	ZR1		Mirror	direct fit	CV106ER-PLK		No	83.46 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRRORS, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.76	1.38	71.54	6.80	3.37
Kool Vue+GM25L	Mirror  - Driver Side, textured black, non-heatedKool Vue	NEW Mirror Kool Vue  GM25Lnon-heated . textured black GM25L, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	GM25L	723650603710	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM25L.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM25L.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Blazer > 2005 > GM25L	textured black	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/gm25l_is?Kool Vue+GM25L&fprodid=080916	16.15 USD	US::Ground:3.22 USD	3.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Chevrolet Blazer	Chevrolet Automotive Mirror	Driver Side		Standard type	y	2005 Chevrolet Blazer Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/gm25l_is?Kool Vue+GM25L&fprodid=080916	For sale high quality OEM Chevrolet Blazer Mirror		Medium	Stock Ship		standard type	1995	2005	Private Label1		kool vue	Xtreme		Mirror	direct fit	GM25L		No	13.06 USD	 Kool Vue Driver Side Mirrorkool Vue-textured Black, Non-heated	standard type		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	2.60	0.62	5.25	2.60	8.16
Kool Vue+GM25R	Mirror  - Passenger Side, textured black, non-heatedKool Vue	NEW Mirror Kool Vue  GM25Rnon-heated . textured black GM25R, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Passenger Side .	GM25R	723650603727	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM25R.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM25R.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Blazer > 2005 > GM25R	textured black	Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/gm25r_is?Kool Vue+GM25R&fprodid=080916	16.15 USD	US::Ground:3.22 USD	3.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Chevrolet Blazer	Chevrolet Automotive Mirror	Passenger Side		Standard type	y	2005 Chevrolet Blazer Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/gm25r_is?Kool Vue+GM25R&fprodid=080916	For sale high quality OEM Chevrolet Blazer Mirror		Medium	Stock Ship		standard type	1995	2005	Private Label1		kool vue	Xtreme		Mirror	direct fit	GM25R		No	12.13 USD	 Kool Vue Passenger Side Mirrorkool Vue-textured Black, Non-heated	standard type		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	2.60	0.62	5.15	2.60	8.95
Kool Vue+GM30EL	Mirror  - Driver Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  GM30ELnon-heated . paint to match GM30EL, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	GM30EL	723650603819	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM30EL.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM30EL.html?damcid=gglpla&fprodid=080916			Mirror > Chevrolet > Blazer > 1997 > GM30EL	paint to match	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/gm30el_is?Kool Vue+GM30EL&fprodid=080916	24.08 USD	US::Ground:4.71 USD	4.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		1997 Chevrolet Blazer	Chevrolet Automotive Mirror	Driver Side		Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	1997 Chevrolet Blazer Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/gm30el_is?Kool Vue+GM30EL&fprodid=080916	Best Seller Chevrolet Blazer Mirror		Fast	Stock Ship		KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1995	1997	Private Label1		kool vue	LT		Mirror	direct fit	GM30EL		No	18.01 USD	 Kool Vue Driver Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	3.80	0.91	9.46	3.80	4.88
