id	title	description	mpn	gtin	link	brand	adwords_redirect	adwords_grouping	adwords_labels	product_type	color	c:location	condition	availability	image_link	price	shipping	shipping_weight	google_product_category	material	c:vehicle_name:string	c:manufacturer_category:string	c:part_location:string	c:engine:string	c:product_feature2:string	online_only	c:product_name:string	c:warranty_notes:string	c:online_purchase_payment:string	c:mirror_warranty:string	additional_image_link	c:Purchasing_Power:string	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Brand Type	Design	Series	Submodel	Operation	Part Name	Product Fit	SKU	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Category	Subcategory	shipping revenue 3	handling revenue 3	estcost	shipping cost	channelized VC
Kool Vue+GM94ER-S-PLK	Mirror  - Driver and Passenger Side, textured black, heatedKool Vue	NEW Mirror Kool Vue  GM94ER-S-PLKheated . textured black GM94ER-S-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	GM94ER-S-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM94ER-S-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/GM94ER-S-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Rainier > 2007 > GM94ER-S-PLK	textured black	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/gm94er-s-plk_is?Kool Vue+GM94ER-S-PLK&fprodid=080916	150.99 USD	US::Ground:7.14 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2007 Buick Rainier	Buick Automotive Mirror	Driver and Passenger Side		With amber signal lamp lens	y	2007 Buick Rainier Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/gm94er-s-plk_is?Kool Vue+GM94ER-S-PLK&fprodid=080916	For sale high quality OEM Buick Rainier Mirror		Unsold	Drop Ship		with amber signal lamp lens	2004	2007	Private Label1		kool vue	CXL		Mirror	direct fit	GM94ER-S-PLK		No	71.94 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-textured Black, Heated	with amber signal lamp lens		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.76	1.38	60.94	4.75	4.42
Kool Vue+BK26EL	Mirror  - Driver Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  BK26ELnon-heated . paint to match BK26EL, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	BK26EL	610373266325	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26EL.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26EL.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK26EL	paint to match	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk26el_is?Kool Vue+BK26EL&fprodid=080916	38.80 USD	US::Ground:5.95 USD	4.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Driver Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk26el_is?Kool Vue+BK26EL&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Medium	Stock Ship		KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK26EL		No	30.63 USD	 Kool Vue Driver Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	20.76	4.80	4.14
Kool Vue+BK26ER	Mirror  - Passenger Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  BK26ERnon-heated . paint to match BK26ER, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Passenger Side .	BK26ER	610373258993	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26ER.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26ER.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK26ER	paint to match	Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk26er_is?Kool Vue+BK26ER&fprodid=080916	38.50 USD	US::Ground:5.95 USD	7.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk26er_is?Kool Vue+BK26ER&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Medium	Stock Ship		KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK26ER		No	30.5 USD	 Kool Vue Passenger Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE POWERED MIRROR, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	20.59	4.80	4.13
Kool Vue+BK30EL	Mirror  - Driver Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK30ELheated . paint to match BK30EL, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	BK30EL	610373263133	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30EL.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30EL.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2002 > BK30EL	paint to match	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk30el_is?Kool Vue+BK30EL&fprodid=080916	65.08 USD	US::Ground:5.95 USD	4.50 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2002 Buick Park Avenue	Buick Automotive Mirror	Driver Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2002 Buick Park Avenue Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk30el_is?Kool Vue+BK30EL&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Slow	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2002	Private Label1		kool vue	Base		Mirror	direct fit	BK30EL		No	56.17 USD	 Kool Vue Driver Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	43.82	4.80	5.57
Kool Vue+BK30ER	Mirror  - Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK30ERheated . paint to match BK30ER, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Passenger Side .	BK30ER	610373264239	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30ER.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30ER.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2002 > BK30ER	paint to match	Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk30er_is?Kool Vue+BK30ER&fprodid=080916	69.99 USD	US::Ground:5.95 USD	5.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2002 Buick Park Avenue	Buick Automotive Mirror	Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2002 Buick Park Avenue Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk30er_is?Kool Vue+BK30ER&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Unsold	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2002	Private Label1		kool vue	Base		Mirror	direct fit	BK30ER		No	54.04 USD	 Kool Vue Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	42.62	4.80	4.91
Kool Vue+BK35EL-S	Mirror  - Driver Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK35EL-Sheated . paint to match BK35EL-S, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Driver Side .	BK35EL-S	610373261979	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35EL-S.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35EL-S.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK35EL-S	paint to match	Driver Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk35el-s_is?Kool Vue+BK35EL-S&fprodid=080916	159.70 USD	US::Ground:5.95 USD	6.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Driver Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Driver Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk35el-s_is?Kool Vue+BK35EL-S&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Slow	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2003	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK35EL-S		No	102.5 USD	 Kool Vue Driver Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	84.47	4.80	7.81
Kool Vue+BK35ER-S	Mirror  - Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK35ER-Sheated . paint to match BK35ER-S, sold individually suited for your Truck or Car. 1-year kool vue limited warranty. With Passenger Side .	BK35ER-S	610373262105	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35ER-S.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35ER-S.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK35ER-S	paint to match	Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk35er-s_is?Kool Vue+BK35ER-S&fprodid=080916	172.55 USD	US::Ground:5.95 USD	6.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk35er-s_is?Kool Vue+BK35ER-S&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Unsold	Stock Ship		KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2003	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK35ER-S		No	101.74 USD	 Kool Vue Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRROR, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	4.80	1.15	86.06	4.80	8.31
Kool Vue+BK26ER-PLK	Mirror  - Driver and Passenger Side, paint to match, non-heatedKool Vue	NEW Mirror Kool Vue  BK26ER-PLKnon-heated . paint to match BK26ER-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	BK26ER-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26ER-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK26ER-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK26ER-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk26er-plk_is?Kool Vue+BK26ER-PLK&fprodid=080916	73.44 USD	US::Ground:7.14 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Driver and Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk26er-plk_is?Kool Vue+BK26ER-PLK&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Unsold	Drop Ship		KOOL VUE DRIVER AND PASSENGER SIDE POWERED MIRRORS, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK26ER-PLK		No	52.63 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Non-heated	KOOL VUE DRIVER AND PASSENGER SIDE POWERED MIRRORS, NON-HEATED, MANUAL FOLDINGKool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.76	1.38	41.08	6.80	2.52
Kool Vue+BK30ER-PLK	Mirror  - Driver and Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK30ER-PLKheated . paint to match BK30ER-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	BK30ER-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30ER-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK30ER-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2002 > BK30ER-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk30er-plk_is?Kool Vue+BK30ER-PLK&fprodid=080916	128.32 USD	US::Ground:7.14 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2002 Buick Park Avenue	Buick Automotive Mirror	Driver and Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2002 Buick Park Avenue Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk30er-plk_is?Kool Vue+BK30ER-PLK&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Unsold	Drop Ship		KOOL VUE POWERED MIRRORS, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	1998	2002	Private Label1		kool vue	Base		Mirror	direct fit	BK30ER-PLK		No	99.44 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRRORS, HEATED, NON-FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.76	1.38	86.44	6.80	3.87
Kool Vue+BK35ER-S-PLK	Mirror  - Driver and Passenger Side, paint to match, heatedKool Vue	NEW Mirror Kool Vue  BK35ER-S-PLKheated . paint to match BK35ER-S-PLK, set of 2 suited for your Truck or Car. 1-year kool vue limited warranty. With Driver and Passenger Side .	BK35ER-S-PLK		http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35ER-S-PLK.html?damcid=gglpla&fprodid=080916	Kool Vue	http://www.discountautomirrors.com/details/Kool_Vue/Mirror/BK35ER-S-PLK.html?damcid=gglpla&fprodid=080916			Mirror > Buick > Park Avenue > 2005 > BK35ER-S-PLK	paint to match	Driver and Passenger Side	new	in stock	http://imgs.dscimg.com/is/image/Autos/bk35er-s-plk_is?Kool Vue+BK35ER-S-PLK&fprodid=080916	315.64 USD	US::Ground:7.14 USD	0.00 lbs	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Mirrors > Vehicle Side-View Mirrors		2005 Buick Park Avenue	Buick Automotive Mirror	Driver and Passenger Side	6Cyl 3.8L	Our mirrors go through rigorous weather swing and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	y	2005 Buick Park Avenue Driver and Passenger Side Mirror	1-year kool vue limited warranty	Visa - Master Card - American Express - Discover Novus	90-days Warranty from DiscountAutoMirrors guarantees all products to be free from faults in workmanship and material for as long as the retail buyer owns the vehicle	http://imgs.dscimg.com/is/image/Autos/bk35er-s-plk_is?Kool Vue+BK35ER-S-PLK&fprodid=080916	For sale high quality OEM Buick Park Avenue Mirror		Unsold	Drop Ship		KOOL VUE POWERED MIRRORS, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!	2003	2005	Private Label1		kool vue	Ultra		Mirror	direct fit	BK35ER-S-PLK		No	189.01 USD	 Kool Vue Driver And Passenger Side Mirrorkool Vue-paint To Match, Heated	KOOL VUE POWERED MIRRORS, HEATED, MANUAL FOLDINGWave lines on Mirror Glasses should not be used to identify Heated Mirrors as more and more newer applications no longer put wave lines on heated mirrors.Kool Vue Power Mirrors are OE replacement and manufactured from the highest quality, corrosion-resistant materials to withstand all types of weather. Kool Vue specializes in producing mirrors for all vehicle makes and models; Our mirrors go through rigorous weather, swing, and vibration testing to make sure you receive the highest quality mirrors. Our mirrors are backed by a 1-year Kool Vue limited warranty - you can't go wrong with Kool Vue Mirrors!		Body Mechanical & Trim|Auto Body Parts|Most Popular	Mirrors & Components	5.76	1.38	170.53	6.80	8.48
